STATUS;DATA SOLICITAÇÃO;PAÍS DE ORIGEM;GÊNERO;ANO DE NASCIMENTO;CIDADE SOLICITAÇÃO;DATA DA  DECISÃO
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;GUINÉ-BISSAU;M;1984;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;2014;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1983;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1982;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1974;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1977;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1994;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1983;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;GÂMBIA;M;1990;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;GANA;M;1981;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;CAMARÕES;M;1969;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;GANA;M;1977;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;GANA;M;1993;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1978;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1990;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1981;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1990;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1978;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1982;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1977;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1977;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1976;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1989;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;SENEGAL;M;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1974;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1990;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;GUAÍRA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1986;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1980;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1986;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1990;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;CHAPECÓ;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;SENEGAL;M;1992;NITERÓI;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1984;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SENEGAL;M;1980;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;SENEGAL;M;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;SENEGAL;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1984;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1990;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1984;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1993;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;SENEGAL;M;1980;SALVADOR;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1986;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;SENEGAL;M;1996;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;BENIN;M;1990;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1982;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1978;RIO DE JANEIRO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1977;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1971;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1978;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SENEGAL;M;1976;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1992;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;NIGÉRIA;M;1983;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;GANA;M;1995;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;BANGLADESH;M;1986;GUAÍRA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;MAURITÂNIA;M;1996;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;SENEGAL;M;1976;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1978;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1995;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1977;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1990;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1989;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1988;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1981;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1980;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1979;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;REP. DEM. DO CONGO;F;1993;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;GUINÉ-BISSAU;M;1980;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1984;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1990;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;NIGÉRIA;M;1981;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;NIGÉRIA;M;1982;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;NIGÉRIA;M;1985;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1979;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;GÂMBIA;M;1993;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;PAQUISTÃO;M;1990;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;PAQUISTÃO;M;1980;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1989;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1977;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1989;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1977;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1990;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1983;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1996;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;BANGLADESH;M;1991;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1988;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;CUBA;F;1953;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1984;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;F;1987;RIO DE JANEIRO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1989;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1985;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SENEGAL;M;1993;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1990;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1983;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1983;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1996;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1987;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1966;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1993;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1978;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;ANGOLA;M;1984;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1988;GUARULHOS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1969;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;PAQUISTÃO;M;1994;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1995;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;GANA;M;1970;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2017;GANA;M;1979;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;TOGO;M;1991;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;PAQUISTÃO;M;1980;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;PAQUISTÃO;M;1993;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;REP. DOMINICANA;M;1976;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1984;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1993;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1988;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;SENEGAL;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;SENEGAL;M;1984;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1996;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1994;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1984;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1992;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1991;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1986;CAXIAS DO SUL;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1989;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;SERRA LEOA;M;1992;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;SENEGAL;M;1993;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;PAQUISTÃO;M;1979;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;SENEGAL;M;1995;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2016;GANA;M;1990;BRASÍLIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;TOGO;M;1988;SÃO PAULO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1977;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1984;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;2011;MANAUS;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;F;1984;DIONÍSIO CERQUEIRA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1978;OIAPOQUE;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1986;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2012;HAITI;M;1970;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1976;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1993;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1998;RIO BRANCO;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1991;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1982;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1995;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1980;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1981;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1989;EPITACIOLÂNDIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1976;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1985;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1994;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1983;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;HAITI;M;1987;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2015;HAITI;M;1982;CURITIBA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1990;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2013;HAITI;M;1991;BRASILÉIA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;1977;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;M;2005;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;2003;TABATINGA;26/01/2018
INDEFERIDO CONARE - REGULARIZADO VIA CNIG;2014;HAITI;F;1991;TABATINGA;26/01/2018
